id,bus_id,driver_id,status
9300c17b-a14a-4cca-ade6-e80a49844734,ffab8d6e-5d90-497a-8efc-1a61db355169,5396e748-0eb9-4815-95e7-7ed61712a884,pending
b67a4e1b-6ac7-4eb3-b8e6-72c6756bdfce,3e6f5543-4f2e-4989-b0fd-a7d03b3f3156,a8573f28-e46c-4cf7-9b22-4c96d533ff9b,pending
1c6e726d-deb8-415f-9af0-194f96c46fa9,3ca2ed64-9114-4278-a704-6bae4d19ae6e,46cea06b-afc0-4057-bfc2-d2ea0b0bcf9b,pending
8827367b-df03-4ed4-bc05-7dcb14d12f85,15708bb0-c086-4211-a075-3077e50df8a1,aa3c39f5-ff66-42c2-bd44-bf1627e59654,pending
33093b22-3cc5-4343-ba2e-9f9b79bdf581,4a18acc1-0b7d-429b-8fd2-cf00c8c91b45,38f89090-9bc0-4bd9-8aab-8085d7c835bc,pending
ef3df439-ffaa-48a9-bd1e-b7f5e036b737,7eaedf23-4d02-45a4-a225-33a64332e68f,97042d7d-901c-4c84-a133-b7207f8b1efb,pending
577249c4-9a66-4b5b-86a9-2810a477071b,b180b37a-f76f-43e2-b24d-d1d808e16892,ec2db9be-df53-41c4-981c-315f3bdcccca,pending
82f53e31-db23-4952-9c37-6cac337dd0e4,40eb464f-bc12-4f71-a553-a3bd0c2ac0b2,3eabc910-317e-415e-8601-6481b252f220,pending
64b1241e-89c3-430a-80b8-e8c7910e3c90,9fd45a53-a85a-4dac-b632-abe61e54d41f,d05813f5-f709-4188-8a46-edba5a14ffe1,pending
dfe962dd-38eb-4252-9c35-2ba461bc65da,25bfd90d-04c3-4718-85fd-042ecc6161e7,40b5b6ea-bff5-4bcb-a017-9b2228efc293,pending
aeba83ee-3ef7-4f3f-bc15-66d963a9430a,304d682f-ba08-4917-a20c-63a581bf39e5,bde9f2bf-273c-4f9b-b8e8-79c2283b9cdc,pending
c9c9d0bc-ea34-40df-ad6d-257416075c99,a1624279-04fd-4b4a-a544-b337078a6aef,5fcbe34d-7eea-462d-976a-62d62007c913,pending
fddf439e-60f7-4f13-8d51-9779aa21eb07,e5a5b5e7-963a-47c2-a116-9dbe12b5d1d9,c8987b87-b8bd-43d1-baed-ad08deb9c1e5,pending
3a6cadde-ebbb-47ca-a837-7a7b9e131ba0,9aee009d-c57d-4a1e-9839-220c24987714,bc797e8f-8637-48c2-bbe1-295aefa9e877,pending
d55301dd-3a96-4fca-8348-66ed492a377f,86143b75-dc1a-4b28-8136-6a407d3f70f4,8b4207b1-9556-44b9-9bde-7c35873495c9,pending
48e0007f-c7d5-4af0-8232-badbaae2fe1a,a41f0960-b40b-4601-bd41-7ca254d53cdf,bc916543-1c15-44d0-a1e2-ac5299420807,pending
837c3e0f-a677-451b-a743-4f0b38f5f08d,ba997059-e040-4d20-862f-06655d7cd8b8,7d217f65-5693-4a48-b9f1-0077ff312b96,pending
9536ee36-f91d-40aa-8380-9794f951b2d8,19b4260e-a495-4050-8747-d4172880e863,74e9990e-396e-498c-bdb6-fcdec8225cf5,pending
e14f042e-be54-4c62-9b09-4f59690f988c,fddc8e57-5d58-4395-892c-46e52056da0a,ad4f9dfd-a20e-43f1-b935-7e41fc5e11f9,pending
9f1da9cf-113f-454c-93ef-be6a9074f6b5,80b84e73-ffdc-4990-a883-5da107f7981a,867cb14c-15bf-46e2-acd1-571ea0780e75,pending
14e9321a-fd53-49b3-a6d5-013f6065e718,0311d1e5-13e6-4f5e-a0fa-fce446732928,a336e638-dacd-4bc4-a6ae-7197aaa25c35,pending
5107ee97-23f4-4eb3-9eb6-e44e64cdd0d2,565b4860-f7ae-427f-9b2b-cea743c2f473,b40ad2e2-ee2a-45f4-92ca-4fa0b7604759,pending
92d5150c-03da-41ec-b2f5-ad3ece945d2a,8ca19105-0a9f-4c90-9625-788bf73cbfb1,78be48bf-967d-4d85-9a8b-b548694ba5ba,pending
1fba309f-ba64-4eed-b959-30ff78bce48e,9a41e62d-18f1-4f06-9a5f-d2b8adf31a82,0fee1583-76a1-4b67-a20f-e79044056923,pending
7fc5f38b-4509-478c-91ff-4df452fd5284,4f63d5f4-87bc-4c80-8bf7-ffdadc9f8098,2ef1a8ef-f76e-4821-bdbe-1bc0c9a33ed2,pending
63df4840-89b1-47e4-9289-3599d1661bc5,7c5f1386-0a46-4ed9-8a3c-1411f3c5c973,7f2f298e-a30e-494f-8974-cf95dee95314,pending
a50bfc90-e8ec-4671-a98b-dbbef8c1188d,f81c552f-4e3b-4c6f-9637-59c73a85e17a,b3fcb64d-fd70-4b43-862d-51b5aa199570,pending
337f7e66-ca78-4dae-914d-7039632af37b,5f5339a3-85ff-403f-80dc-f40275e61008,cf4d9d36-0b3e-4e30-a501-8d493ba21006,pending
52372f30-602b-467d-b0a0-bb05eb6c1eab,670895c7-bf36-485b-8b6c-25a0de157382,976759b3-50a2-41a9-b353-a33765d45ca1,pending
81cc4b21-8225-4043-9c10-e9b8fe501df6,5974632a-b47c-4510-bbdf-04b70d2b4690,7521d6d3-3c20-41f5-93c2-14142176ede6,pending
9543ed9a-4594-4882-910e-a838dfeb3be5,cad4ab2b-c8b5-4d68-9635-676d0be5a43b,3ee06ac4-5c4f-4b6f-8b7c-35586ca5f546,pending
511c07df-0f0e-4b8d-bf90-b9839ff5182a,8d29085c-b42f-4eb9-985e-74b925c2943c,bad0419c-b343-49c7-a14d-656c07c979f8,pending
8b668924-01b6-43cf-8061-cf2ad8b00faa,bc0ec624-212c-41db-97fe-824ac80961f9,c9d27d8d-ea86-4c8a-86dc-5e21d82bd022,pending
60a5a37e-2697-4bc2-9f02-1ff1ac569137,97bfb4ef-68ac-4224-a897-7ea53e0d529b,cec56f83-1e42-4c6e-8c25-83c21354a573,pending
283c051b-00e5-4a74-a6b9-d02a2e6cd2f3,a70c4975-57ba-42b2-836a-1d0026b40336,51b06fed-9bbd-49e0-aaa9-f3f6c80371f2,pending
54f159c7-12fb-44a3-b7a6-ac1231248d24,81690ae2-6c47-4a3e-9e76-37b1c728a028,5ab5498c-26d3-40a9-ad18-2320c72f34ba,pending
d91b084c-f7aa-4398-9168-346ccb013a3a,c5d83212-bcc7-4c0f-9db5-e40cb2e226b8,3b3b10f5-712f-4e90-adb6-597567e86f11,pending
ba9c5913-6c85-4d58-a3ee-c896ad9229b5,2b34f314-da03-4cdf-a305-d1a6b708120c,5c0df5c7-0a3a-4984-948e-6eabd4bac997,pending
ac7a7823-3a18-4629-9d3b-add377afd969,924eff49-66ac-4675-b5c2-75143762fc15,5c352fa9-2556-4771-b797-5d357bc068cf,pending
4e786b37-794a-4b33-8986-26f319d22f37,697a6ced-c11a-44c9-aaad-7b675ae99114,a79a6294-a02d-4d98-9b41-3f7123194e62,pending
731dc247-1dbe-4030-8661-60864a9df1d2,c3778006-1202-4fbd-82dd-a7c16636fe9f,5f98e643-4fd2-4ee5-8dd9-bedd43bc15c3,pending
d7fca3b1-8775-4261-b250-7867f493c21b,147273ad-18dc-4350-8499-c878f1690d78,ceb44fcf-3105-46bc-9c6e-778073bdd980,pending
d2f60848-cb96-42b0-80f6-8c68fc0f5a70,2cc029b3-af92-4e47-9cf4-06fe230bc2bc,26e5f992-ab0f-4ee1-acdb-b48c8630fc7c,pending
04a4c764-e98a-42a3-b852-161bef244971,79b1c923-d39c-4f68-b641-c1614ec673ec,b0c79386-30e3-41b3-bade-42b9c0d0c056,pending
2c1b1e92-0ab0-49b8-83e6-787835e5ad34,9d23e575-128d-490e-9e68-11b8463fdacc,6ee3173e-9fac-4522-9744-a3f98bb7f509,pending
6192773b-934a-4f13-965e-b773b7847b0a,1bf62d22-3bf7-48fe-b82f-10e8afd64f4e,d441f89e-f899-4c6e-8f68-29aa32257da1,pending
984cd90c-c821-4e7d-bc7a-54ea4426b715,493f0db1-bb33-459a-87c3-8e7c3bd5ebf1,efd5406e-63d9-4428-9ba1-cdc5d64dd958,pending
e10cc6d6-7e5e-4d55-b555-eaf14eb38de1,a28c57a5-6845-49a5-91f9-ff13ae0d1302,55fca497-cfe5-4128-ab6b-d642338dc862,pending
3f6b7222-6b03-4ef4-b918-f25b71257314,70893a32-c03d-4871-8a82-a3bfea205750,7e38df88-4201-4307-86b8-910daed938ff,pending
29d88c6d-2080-4b82-8969-cb33eb0fcab0,09983e48-36ea-4034-8d2b-5d8a837d6291,f2c4cec5-ed56-40b2-a047-6a1a2971dd87,pending
7c1cd851-1308-4d79-852e-56c7019a4c51,8a9a8fee-f79b-4949-9f34-fb87e509f088,a4f41195-4385-4592-b793-aef89a53739c,pending
1bb6b9a7-8fe2-4661-925b-eafa9d8f2beb,357d44bb-eaf9-4132-82e3-7543a885d051,c69817ea-f247-4c24-8479-b5dcef1157e5,pending
31f1e3da-1453-4ccc-abc1-c622e29e2e2e,b109fa1b-5f67-4ea0-ad88-783cc4a56f83,9880397c-73ec-4160-81d1-90a2a6af1d85,pending
a46b8745-b3f4-40ce-8a00-e32bb2b3b778,5802848b-99fc-4a1d-ad10-7da4d467048c,3721471b-d7e7-4165-9e42-75abb86c5851,pending
02d913c4-8223-40a7-aca0-5d4402b6da0f,61f69702-c427-45ee-8f3a-adf176aa39c7,da6580c4-7d7a-4b0e-a529-4ce7b3d651c8,pending
9dcf0194-c355-425c-96a5-6ad5de3395da,f83aed30-58a2-4998-a6c9-6a49c152fa8f,58fe86f9-0119-43d0-8bfd-abe3f7cf88cc,pending
cce4cadc-bb63-470a-a1fd-c9061953c5cb,e8e2d575-ee4d-48ef-99d2-b0b241d69496,a809c22c-0d88-4f68-8f1f-c5515234afba,pending
82554783-e02b-4c66-adc4-284ecae91b31,3d458af9-09f4-4d6f-b369-7bd8ec133c5f,8a0655ff-6baa-4bf5-b319-1316298ce828,pending
a7dde344-c603-446c-adfa-c453201bda87,e985977c-d7e3-4300-81ee-acab3a2e3f14,afc5c627-a44e-4c0a-be27-3c8df1468a96,pending
0894fdab-c7a2-4946-b8fb-46c1c45b5478,391f0f35-fa4d-48f1-b2b6-5f88086e2194,411f149c-3ffe-4b82-b5ca-20333cdc6e59,pending
6763cf70-bbcc-42b0-a9f7-f1dfc985011e,9d498f11-5075-4c7b-b362-2777f28ddbca,132f77a1-fd4a-42c6-a52f-761a265b7116,pending
9952569c-dc7f-4320-a6ce-4ebf5ba7fc99,a91faa36-4489-4877-9cff-3cfb89166cd2,63b6bc06-b7e1-469f-9aa2-cba513ac4e50,pending
f5445794-31bb-45b4-bd1a-c21c2cd462f6,d9103bcc-914c-4012-952f-eac86772fb20,f58312b1-2fff-49cb-81e3-409db8701a37,pending
3e9b231e-23a9-4931-bb83-e616e78535d9,1a2792b9-fd8e-4d26-bc1e-4f63a23bda9e,305e6bd2-c7cc-4b81-a7a5-63c2f9f3691c,pending
449e79e6-29d2-4779-b5bb-918906a1fa31,89b545d6-7f13-45a5-b478-cefb81cb6be3,ea40a26c-3731-4538-b87e-aeb2c07538dd,pending
f7e65800-2eaa-4fb6-bc39-b1fa58ca6eaa,91f18a13-d952-45df-86b0-d87ee6da25b8,30f847e3-ab6e-4e41-b66a-812afe3b148c,pending
b4b7d606-68ba-4c1c-8ebb-b5a33ddd024e,a637557e-4f2a-4722-80fc-70eb21bef777,58779d8e-d1d0-4f7f-8a43-e9cf82faabc6,pending
1d24d575-7a69-41e8-a891-7a61dfb597fc,60930ac5-3a1b-4043-a34f-dca751b226b9,388cc1e3-4b1f-41d1-a45d-d73bedd87d5c,pending
e8a0ee7b-b4b0-42d2-99dd-23a84da011db,b59dcce1-6ef0-4a18-9f61-eb654f5a7dcb,ca0b0749-bf02-47ef-9678-3f2694a1ed86,pending
89a0b4d2-9e07-433e-9f4e-5d58b897ee62,45338121-b212-4ca8-b9fc-a2591d7a170a,35dbe759-7e04-473c-8904-60d7695facff,pending
28b4222a-d4b0-438c-925c-dfe47ebbf3d6,a3affb43-5fd5-4700-970d-9b0357285713,42ab4526-f065-4c3d-83a9-cafa25f86855,pending
9feca2a6-3fa2-4771-a23d-943f6cb49aea,f675906f-c00b-4d1d-91e5-9b2b8784707c,aec7e027-91dc-42ff-a7f9-c8b1334f74f1,pending
1f3d93bf-ee5e-45a0-87a0-363a82db93f8,a2e62a23-990e-432e-bd1f-69c01d412197,128f5f7c-fc08-4270-b187-bc259757045b,pending
968b2f21-b0f8-4c65-8639-e1f588ff19ef,11246fce-d61b-4455-810e-9c4d75647e09,1010d1ca-ebef-4b69-ac54-96a66a1e13d5,pending
b35402bb-4c2f-4ca9-9166-f5991cd75f2c,5750fc82-3989-4d5b-a07c-1426b5b562d2,6c5a2505-790f-49bb-93b9-bfd111796679,pending
a7c44966-d0a7-4235-b780-22ac541955b9,91cc7b33-61e6-404b-9be2-d56893fa0483,959c09c4-d30f-4dfa-9abe-f3c4fce9b69a,pending
9b609c38-a1d8-4773-b25d-f56ca8907f6b,85ba741e-356a-43cc-9435-481f1cfb41a5,44ade5c6-9f93-4aa3-ba1c-1044b53f08e5,pending
45d13ba9-a928-48a1-81c2-d1344495e11f,34c49bcd-d283-4f13-8085-5268f0ea3ce7,b6cbfd42-9a74-4f63-a87a-83d5b93f0298,pending
5c93b6b7-7503-4451-8ebe-256e13b5fd8e,9f663e10-2c25-4ed6-a7c7-9a6c023e3410,39c2a669-1754-4da7-8d44-275d6f0352bb,pending
eac202a2-5a36-488f-b7ac-79c584bf2224,05c711cf-a4c4-4a6c-933c-66968ac1ccc5,272113a4-d17d-4270-baa2-dddd2d2b9527,pending
ba362794-8cd5-49bb-b980-975865d97a0c,3c914a05-6742-4925-a8a4-321da1d81f64,0f8696ab-a586-4a6b-b26f-c7b8ab115f22,pending
e81ba74e-aafe-4e43-a726-d30dc4387ae7,1a6313f0-54d9-4773-8568-a4798e5a0e26,69051a6c-6855-47d2-8a7a-8a682401b7d5,pending
b7ef3fb8-86df-4f05-8517-f1bdf6be3c97,9e6ffb0c-0bf3-4a7a-b5ed-14cef1fd7b2c,2b0af054-4e88-4d90-9f1f-e4ee15e23dae,pending
dd7bf4a9-9f10-411a-b2b5-c6f34708d8de,f340e8d9-cba3-4acc-9902-f6345e27398c,d0d12197-f5c3-41a4-ab40-efdbd1afa7d8,pending
