id,user_id,company_id,status,Wages
fef42e95-5094-402c-9998-ed9985157ca7,0cdb17b9-8ad4-4138-a9ed-faabda549e6e,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,9106
5984f450-18d5-4358-aec1-a8114a95338b,4bb16e5e-6b9d-4cc2-bb59-ed41c282be4c,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,8644
67c5bb89-5839-45c0-94a4-02f622ff3cfa,3e13e389-8128-44a6-9494-a0a2d76fd551,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,7595
2343bd23-99e7-49c9-8d3d-f5e7805e8269,c0c30e15-be94-4883-b4e0-7f946256e405,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,3901
c6e1824e-9620-40cc-8dd8-39f66aa62a82,142b286c-8944-494b-839c-6f788c343cf3,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,7415
9d665df7-eadc-4b84-a322-42f8061389cd,c79730aa-1d22-4c12-9b8c-71acec4ce7d1,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,8550
7508f6aa-4d3f-4830-acbc-34e8ca9e4acf,b06cae14-c853-42b9-927e-2597af340d10,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,8932
603c569e-b01f-4906-b3a1-a7ad606fe972,ab2f27e0-732e-40a6-960a-2afee06f6aa4,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,3172
b1394c07-e6f9-4335-97e5-e9287d29adf1,0ea46f46-069c-41e9-a865-aab1bf12a895,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,2232
85b167b7-b753-4e35-8c51-a4e3d08cb1f6,8ac9e13d-1433-41d5-a5f1-a9f2acb860fa,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,7111
23b0bcb7-40f9-4ce8-a6de-26d0a7f04229,de2e5516-b740-4a37-a20c-505ae1485584,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,4872
366fc5ad-91f0-430b-adf2-561f82347ee7,5a5bf6c0-b721-42ca-82a5-25ab5cb207ef,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,2074
83296919-5a4d-48fc-b22c-1d015ba9d186,182cfbfa-d64b-4651-b071-2be3e15b9740,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,4596
915b970f-3a5f-4070-86b5-a8bec63db27d,b312beaf-0d81-465a-ad26-33f070ceb290,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,9020
f67e5e0d-c45c-4ac0-837a-96279a563f4c,ac5f4687-765b-4ded-b4d8-c6447a6f4029,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,5958
1e51a4b7-e968-4b7f-b86f-cbb53ae2bfab,de763bc1-81e4-44cd-9676-5eb6c1318ee6,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,4730
8d026a1f-7186-4b74-8056-3d0ff3616e11,00e2ae65-a2ef-4df2-ad7f-590dd01aad95,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,1522
4153792a-0c1f-426c-8fba-448da8856010,e5c96720-9864-4837-b1f9-1992a2802a25,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,2620
c06f8e4a-b93f-47d1-a703-97383249541f,c3f6d84c-afd8-4f67-a272-be02b6e3431f,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,8071
49a0a1dc-5443-4b07-ab67-23f88f744984,52b8c356-d09a-4d33-9d37-88cc5ccf39b3,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,4825
fe9c97d3-9469-4b2e-a698-b5f44fefe2d5,34761a99-35dd-4b65-b57a-a4315389f58f,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,5241
e3536352-eedf-4f9b-8322-86169569b04d,caa647eb-1be4-4d85-83d9-bfe2099f5830,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,2288
baf1bdbe-8a40-4f28-9736-6c1cb02be38f,cef2e76b-e0c7-47ca-97c4-1905403b92dc,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,3347
23263ac8-55a7-48bc-99f8-0c519bb91464,a42bc69d-2567-4a02-9d30-5dfb57b4228b,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,6542
68a50f8a-2e6b-4ef7-99e0-6941bb8f66b9,e1ef9e41-1287-4c76-b224-dab6b5559594,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,2487
a9f72213-dcc4-4b97-aff8-410e267793c4,c895173f-0f6f-497a-9680-15bcd3adee3b,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,1508
a4899d4d-9697-4812-ac2d-4cebbbacda0c,4794a856-f6b1-4eeb-b435-b4f6d6e30587,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,5239
f5ddd4e6-655b-4983-a4dc-411d22426cf1,09568cf6-b85e-442d-95e0-46ed4d67c98c,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,3630
5a44cc14-addf-4f56-bc33-698bf8d66893,c47a8d74-34f3-4a9c-b1d8-377ccf0ef09a,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,5873
153aa175-4eda-4b2a-919f-b9ec428d04ae,2481ff80-88e4-46b4-8fa2-09ab8b475c21,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,5156
f1bbd3e0-4b04-4580-8ab8-4ff80e77340f,43f83c01-ae48-4456-99b6-f6f8822cecde,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,7721
fe0d8741-1061-4214-b4ba-faedf07ba3b0,c145ac92-de47-4c7b-ae67-a23502173d00,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,9027
c3ccf92b-616a-4ea0-89b4-22d499338f46,00b5e09f-15f2-463a-93c9-14efc61cfef2,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,9591
7b885acf-8e7c-4a9f-8c0f-b40acd4a7d98,68a41556-1f35-40e0-8e1a-5b017d046f96,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,2240
aa83c293-0b05-4fe9-b5f2-b5cc592849eb,00cf1612-7464-4e5b-aa60-cea751e64e33,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,9363
11e4affc-b376-405f-b670-42ec95a166d4,158cc879-0c4f-478a-8256-0b34153f7f7d,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,2321
bceed248-5f58-4b91-94ea-a469df604d81,fa4f517f-8051-4986-afac-7c9ee20b861a,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,6293
f5ae273e-df68-41e2-aef5-7ef3783f98cd,5b092a15-b230-443d-afb5-c2b9f6dc02dc,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,1898
f015e4cb-70bd-4c71-9edd-3b905970eb7e,060e437e-1582-4de2-9e9d-5cf6e8724abb,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,3975
c8276fda-0e1f-4393-bbe5-b0bedce347ac,00c7b0df-dfe8-47a9-a233-c33919a62dff,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,9841
e3d66482-0688-4ba2-8587-f9bed9640b00,6e3d90e2-96ef-488d-ba74-b4ac305834ee,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,7478
10ebd3f7-c703-4e9d-95ea-65302f90b414,24586e67-95ad-454f-88a4-593c68b61f9b,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,1887
98156ac3-c4a0-4449-8829-3e12053ade2a,d62f260a-f782-4bf1-b748-0c4dfee0a34b,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,6158
417e2e95-4026-4015-9ea3-464d01440281,c8cb3d59-f965-46d8-9fa0-6a3ca874e910,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,5207
4845af3c-fbbf-4710-9821-d1a6507eedc3,0e4a3bc0-a0e3-4a27-b9dd-5210cc27c9b8,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,7207
cd2456e8-8783-46d2-a4b7-1dc613909bec,91238a7b-3c8d-4728-908b-ec7b6735251a,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,1176
f35e2bc0-517e-4a7a-a861-4600704600ed,ce8805a1-b40a-4179-9355-370aeef1e783,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,9170
904fd529-432d-4700-b64e-b5840d500672,7dbb3f59-b34e-4624-bd0e-6ac34d76d85e,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,5294
74a59cf0-8b74-4a99-8cf7-7b9ecc46f538,4ac19cde-152b-40fd-91dd-edc200289ce4,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,3742
be532b5b-8458-413e-a2c3-bb4bc78c299e,9269ccfd-43c0-4ced-8885-e7512b993ece,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,4042
76ce4e37-9981-491c-a7b8-f6eaf87e0936,2b412c47-b29e-423d-acec-426870bd5a44,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,1139
5b0cbcf8-ef23-4840-9af7-712d9ff6e23d,d8c8097b-fea2-4f3f-b577-250d97d9670c,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,7962
48544087-3b4a-4c92-9a5f-1f7ef37d03e5,ab247bfa-d93e-4657-9865-b57982a3cb7c,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,5933
e642a4cf-5b7a-4bfb-a548-fe6ac9c59d1d,e39964cd-3514-455a-9d14-232b2b5e82c4,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,8145
b32c696c-c8e1-4c52-b244-81957841ebc6,55897e8a-9aaa-4768-ade2-e817f52ec023,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,1530
98b535f7-83ce-430e-af9f-c0e28f50b3bc,19a0b7e7-49b5-44fe-bd2c-ac83fbfd6186,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,6338
92a784a6-5221-4df1-a08e-c0bbd1459675,b3560abe-4586-4543-9661-a00078c0cca8,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,3578
d5457267-37eb-434b-9d76-853f2aea4717,47377705-9c4a-4c0d-9508-ccef8320a061,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,4120
0c6e2967-b1c2-47f7-94cd-478ee2b05c96,7486b5bd-78a1-44eb-ba88-2e11c870c140,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,8028
e0b0c6d3-7596-4e42-be9b-f1b2d46d9e22,6c3baf4c-553e-469c-8408-c4eef0463bfc,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,7661
6365ab72-b7dd-4914-afd8-cf157e600e5e,f49588ae-2e7c-401e-8f5c-fe2aa4f29b4b,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,9176
b65d2b03-5f8e-4f1a-b58a-203c233629ef,569111d2-ae63-4ead-996e-2f81e9a9f412,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,3145
e524c9d5-edd6-4def-af79-18d6c2afc6fb,63f0bf8d-fac4-4653-a7c9-c021024cadde,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,2361
8ce3e332-e552-41cb-ab19-86d294231ba7,dc92517e-bca4-453b-989a-67dc343eb277,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,1099
f483f2a8-86a2-4570-a27f-111c436a198d,0f925e46-da3b-4af7-9772-dd96d8be5583,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,6651
799ca445-0ba0-4584-b105-505869e3560c,c7ed8138-5d6c-4e12-8fe4-fd3d2c042336,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,9951
4f92d20f-3463-4d68-a824-1ca7addd0c72,ff94c02a-240b-4c86-8a47-af19b9732219,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,1468
a16f0a62-b739-4566-813f-c1f88a5bc07e,d6805c2d-1cd9-4972-86b1-b353dfb3bf4c,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,1773
bd211c4d-0fa3-4d7f-bc13-cb19c9a8edf2,3f852bcc-6a02-4c93-811d-34f144d67618,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,5474
7973e6f0-3515-42ca-95f9-890057c10af0,e9ede68d-0e73-4c11-a8aa-7ad24c6c5c7d,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,2181
a2d4921f-9f98-4d9d-8afb-70a6f5b483dc,2841fae6-c8ae-4bc2-a24a-8684c622a90f,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,8107
efc629d1-ef00-465a-860b-026183f4e1df,8f5c965a-31f3-4aa9-b3db-c2e56ef22401,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,7831
0b303288-51d5-42bd-9d64-7922caeae510,d94aa113-b24f-49b6-b290-19819ac4a5af,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,4609
2a7cb09e-ef20-4030-9edb-00543b9ec35b,d65cb78a-583c-4d5f-a2eb-8e2af324d723,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,8650
ae69daae-2a3d-4bb4-9540-03098173636b,686afb9a-fb37-4176-9d56-db85a6c523e3,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,7409
bde44c9c-2686-4ae1-a880-6d9eb665293a,40fc33c8-4c45-4ce4-9bd2-7acfb3144384,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,8551
862cce24-8a95-447c-a96b-a585d88acd15,dad5939a-801e-4a75-8dc1-fdce8fe611b7,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,8321
acb8fcc3-60ef-4d7d-b5eb-9ddb9791af83,9b15fe7c-28cd-4cdd-9c97-9ae373cc0383,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,9344
49884228-5ca7-42ae-a042-df0072e19a5b,8d06647d-f08c-4ed6-b6df-56c9089a21a6,55fc171c-35f0-4ebb-9e81-641b07cd7d2e,completed,4999
55223062-d90b-4840-88e0-f01f78e97d96,ea301fe1-6000-47b4-b381-1dcc2c531747,f7b32d0f-d8bc-4423-a61d-9a0e987ab549,completed,3675
0bcc99e4-e821-477f-91c7-46e60ca7efba,560c486f-d5d1-4b9a-89d5-30cd3716dbf3,904af63e-8fd2-40bb-9e7a-d485328e4177,completed,1983
93b172cb-1b7d-452f-8f8b-1bfb47862214,7a426692-925b-476f-8065-aacd58c571e5,8a5e4497-014a-4f49-a368-fab3ac733a40,completed,2774
